resume_skills,jd_skills,projects,internships,certifications,cgpa,ats_score
data analysis numpy statistics machine learning tensorflow python excel pandas,python machine learning statistics pandas numpy tensorflow data analysis,1,0,3,9.5,86.25
data analysis nlp numpy,python machine learning statistics pandas numpy tensorflow data analysis,3,2,3,9.5,42.68
github actions kubernetes docker nodejs linux terraform jenkins javascript,docker kubernetes linux jenkins terraform github actions,2,0,0,9.3,83.65
data analysis linux numpy machine learning pandas python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,5,3,4,8.8,93.69
rag python llm vector database,python llm rag langchain transformers vector database prompt engineering,1,3,1,7.1,58.91
sql dsa java oops dbms,java dsa oops dbms system design sql,2,3,0,9.0,80.0
rag llm langchain python pandas,python llm rag langchain transformers vector database prompt engineering,3,3,4,7.7,67.71
rag sql prompt engineering llm langchain transformers vector database python,python llm rag langchain transformers vector database prompt engineering,4,2,5,8.9,100.0
express aws html,react nodejs mongodb javascript html css express,3,1,0,9.5,35.18
system design sql css dsa dbms,java dsa oops dbms system design sql,2,3,1,9.7,69.35
data analysis numpy machine learning python pandas,python machine learning statistics pandas numpy tensorflow data analysis,1,1,0,8.3,62.72
python machine learning data analysis kubernetes,python machine learning statistics pandas numpy tensorflow data analysis,5,3,0,9.5,55.89
react css mongodb express nodejs javascript html,react nodejs mongodb javascript html css express,1,0,3,6.8,84.9
css mongodb nodejs langchain pytorch,react nodejs mongodb javascript html css express,3,1,3,7.0,49.14
linux aws azure,aws azure gcp cloud security terraform linux,2,0,2,8.1,48.55
github actions kubernetes docker linux terraform statistics deep learning jenkins,docker kubernetes linux jenkins terraform github actions,2,1,0,6.9,85.45
java react sql numpy,java dsa oops dbms system design sql,3,2,3,8.7,45.85
kubernetes docker linux terraform jenkins data visualization,docker kubernetes linux jenkins terraform github actions,3,0,1,8.8,74.4
rag prompt engineering llm langchain transformers java vector database python,python llm rag langchain transformers vector database prompt engineering,5,0,3,8.5,93.75
statistics data visualization,python sql power bi excel tableau statistics data visualization,1,0,3,7.3,31.58
data analysis statistics machine learning python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,2,2,0,7.9,56.81
react azure aws linux gcp terraform machine learning,aws azure gcp cloud security terraform linux,5,2,4,7.4,88.2
rag prompt engineering llm langchain transformers vector database python,python llm rag langchain transformers vector database prompt engineering,5,0,1,8.9,90.95
azure docker cloud security linux aws terraform llm,aws azure gcp cloud security terraform linux,2,0,5,7.6,77.8
azure cloud security linux aws gcp,aws azure gcp cloud security terraform linux,3,2,1,7.3,79.65
css mongodb express nodejs cloud security javascript html,react nodejs mongodb javascript html css express,3,3,2,7.0,85.79
rag python langchain vector database,python llm rag langchain transformers vector database prompt engineering,2,0,0,9.2,40.74
power bi sql statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,1,1,1,6.6,74.09
sql nodejs dsa java oops dbms,java dsa oops dbms system design sql,1,1,5,6.7,65.85
linux terraform azure,aws azure gcp cloud security terraform linux,2,0,2,9.1,49.05
cloud security gcp,aws azure gcp cloud security terraform linux,3,3,0,8.2,44.1
oops deep learning computer vision sql,java dsa oops dbms system design sql,4,0,2,6.9,39.45
python sql,python sql power bi excel tableau statistics data visualization,5,2,1,8.6,43.23
mongodb css,react nodejs mongodb javascript html css express,1,1,5,8.2,38.03
system design sql oops java dsa dbms javascript,java dsa oops dbms system design sql,4,3,4,9.0,100.0
rag prompt engineering llm langchain transformers vector database python,python llm rag langchain transformers vector database prompt engineering,3,1,2,7.8,90.9
react jenkins css,react nodejs mongodb javascript html css express,4,1,4,9.5,43.18
react css mongodb express nodejs numpy javascript,react nodejs mongodb javascript html css express,3,0,0,7.1,73.84
statistics python machine learning data analysis,python machine learning statistics pandas numpy tensorflow data analysis,3,3,2,7.6,64.66
dsa express sql deep learning,java dsa oops dbms system design sql,1,2,4,7.7,42.85
react system design oops dbms python,java dsa oops dbms system design sql,3,3,3,8.8,61.4
rag sql azure aws linux terraform,aws azure gcp cloud security terraform linux,5,2,0,8.7,70.35
rag prompt engineering langchain transformers vector database python html,python llm rag langchain transformers vector database prompt engineering,4,3,1,7.8,75.97
deep learning computer vision nlp tensorflow pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,5,3,2,8.2,79.67
data visualization python tableau sql,python sql power bi excel tableau statistics data visualization,2,1,5,9.3,62.01
docker jenkins,docker kubernetes linux jenkins terraform github actions,5,3,5,9.3,56.15
numpy statistics deep learning jenkins python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,5,0,0,8.1,56.91
power bi sql tableau statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,5,1,4,7.4,97.7
cloud security aws linux terraform gcp,aws azure gcp cloud security terraform linux,3,2,5,7.6,85.8
azure cloud security linux aws gcp,aws azure gcp cloud security terraform linux,5,0,0,6.5,75.75
docker jenkins terraform,docker kubernetes linux jenkins terraform github actions,4,2,2,7.9,58.45
numpy statistics mlops python pandas,python machine learning statistics pandas numpy tensorflow data analysis,1,1,2,7.5,54.61
azure cloud security gcp terraform excel,aws azure gcp cloud security terraform linux,2,2,1,8.0,65.5
data visualization cloud security excel tableau,python sql power bi excel tableau statistics data visualization,1,2,5,8.7,51.99
langchain mlops deep learning computer vision nlp tensorflow python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,4,2,5,8.1,100.0
prompt engineering linux mlops pytorch tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,5,2,1,7.0,53.14
statistics python sql,python sql power bi excel tableau statistics data visualization,5,1,3,9.3,54.29
html github actions linux kubernetes,docker kubernetes linux jenkins terraform github actions,2,2,3,9.7,56.85
prompt engineering llm transformers vector database python,python llm rag langchain transformers vector database prompt engineering,2,0,3,9.0,66.57
rag transformers computer vision prompt engineering,python llm rag langchain transformers vector database prompt engineering,3,1,3,8.6,39.23
github actions linux jenkins,docker kubernetes linux jenkins terraform github actions,3,3,0,8.0,56.5
dsa java sql dbms,java dsa oops dbms system design sql,4,1,3,9.3,70.15
data analysis numpy statistics machine learning tensorflow python pandas,python machine learning statistics pandas numpy tensorflow data analysis,4,2,5,8.7,100.0
python excel,python sql power bi excel tableau statistics data visualization,1,0,2,7.1,29.98
dsa sql dbms,java dsa oops dbms system design sql,2,2,0,7.4,51.2
cloud security linux aws terraform gcp,aws azure gcp cloud security terraform linux,3,3,5,7.5,88.75
statistics python numpy tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,1,2,4,7.5,60.61
docker github actions terraform kubernetes,docker kubernetes linux jenkins terraform github actions,5,1,2,8.0,70.0
deep learning nlp tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,2,2,6.6,52.44
java sql,java dsa oops dbms system design sql,2,1,0,7.5,35.75
data analysis gcp statistics machine learning tensorflow pandas,python machine learning statistics pandas numpy tensorflow data analysis,4,0,1,7.8,66.97
power bi nodejs statistics python excel pytorch,python sql power bi excel tableau statistics data visualization,2,2,2,8.6,60.16
docker jenkins terraform kubernetes,docker kubernetes linux jenkins terraform github actions,1,3,1,6.7,65.85
css mongodb express data analysis html,react nodejs mongodb javascript html css express,2,2,1,7.4,47.34
rag cloud security terraform,aws azure gcp cloud security terraform linux,2,1,1,7.9,37.45
react css mongodb express nodejs javascript html,react nodejs mongodb javascript html css express,1,2,5,8.5,94.75
mlops deep learning computer vision machine learning dbms python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,4,0,0,7.2,65.17
power bi sql tableau langchain data visualization python excel,python sql power bi excel tableau statistics data visualization,5,3,1,7.1,88.34
html react css javascript,react nodejs mongodb javascript html css express,3,1,0,7.1,55.41
react css mongodb express nodejs aws javascript html,react nodejs mongodb javascript html css express,1,1,0,6.7,83.35
python llm,python llm rag langchain transformers vector database prompt engineering,2,2,3,8.2,40.03
react css express nodejs javascript html,react nodejs mongodb javascript html css express,3,0,0,7.1,73.84
oops transformers prompt engineering,python llm rag langchain transformers vector database prompt engineering,1,3,0,7.5,36.18
computer vision pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,2,1,4,8.8,38.83
azure cloud security linux aws gcp,aws azure gcp cloud security terraform linux,2,2,1,8.1,78.05
css mongodb nodejs numpy javascript,react nodejs mongodb javascript html css express,1,2,1,7.6,56.16
github actions linux terraform kubernetes,docker kubernetes linux jenkins terraform github actions,4,0,0,8.9,62.45
oops system design sql vector database,java dsa oops dbms system design sql,3,2,5,9.7,49.35
rag css prompt engineering langchain llm transformers vector database python,python llm rag langchain transformers vector database prompt engineering,4,3,4,9.6,100.0
github actions aws sql terraform,docker kubernetes linux jenkins terraform github actions,5,2,2,7.1,47.55
rag css prompt engineering langchain transformers vector database python,python llm rag langchain transformers vector database prompt engineering,3,0,5,7.9,81.74
rag prompt engineering langchain transformers vector database,python llm rag langchain transformers vector database prompt engineering,4,2,5,7.6,78.87
java computer vision prompt engineering sql,java dsa oops dbms system design sql,1,3,0,8.1,40.05
github actions kubernetes docker linux llm jenkins,docker kubernetes linux jenkins terraform github actions,5,2,1,7.7,83.85
power bi sql system design linux data visualization python excel,python sql power bi excel tableau statistics data visualization,4,2,5,9.7,79.92
numpy machine learning tensorflow python pandas,python machine learning statistics pandas numpy tensorflow data analysis,4,0,3,7.1,69.62
